product_id,product_name,price,category_id,cogs
141,Vivid Iron Box,4731.44,4,2450.8
142,Nova Iron Box,20579.57,4,13176.02
143,Craze Microwave Oven,15791.73,4,8192.17
144,Craze Vacuum Cleaner,23735.77,4,12575.53
145,Nova Room Heater,14018.11,4,9050.95
146,Orbit Room Heater,9602.39,4,7854.53
147,Craze Ceiling Fan,24752.28,4,15021.74
148,Craze Air Fryer,24008.7,4,12838.21
149,Urbano Room Heater,6726.46,4,3554.37
150,Zentra Room Heater,13867.01,4,7693.23
151,Nimbus Electric Kettle,17280.87,4,11482.61
152,Urbano Air Fryer,7309.41,4,4377.98
153,Nova Iron Box,17231.52,4,14187.9
154,TrueLine Room Heater,3002.19,4,1737.32
155,Kraft Vacuum Cleaner,20691.78,4,10863.05
156,Kraft Vacuum Cleaner,14936.84,4,11777.46
157,Nimbus Ceiling Fan,3240.19,4,2401.1
158,Kraft Electric Kettle,12586.73,4,8468.71
159,Craze Microwave Oven,1140.54,4,742.73
160,Craze Water Purifier,6371.64,4,3389.49
161,Kraft Non-Stick Cookware Set,14469.74,5,11099.57
162,Nimbus Steel Water Bottle,13046.25,5,8542.43
163,Zentra Knife Set,24924.1,5,16264.46
164,Nova Cutlery Set,11829.76,5,7605.61
165,Nova Lunch Box,21464.67,5,13210.03
166,Kraft Cutlery Set,16615.2,5,10636.36
167,Nimbus Non-Stick Cookware Set,2338.29,5,1375.71
168,TrueLine Dinner Set 24pc,21643.03,5,17070.39
169,Orbit Non-Stick Cookware Set,11630.11,5,6035.69
170,Craze Lunch Box,18947.61,5,13621.31
171,Urbano Non-Stick Cookware Set,6786.35,5,3704.36
172,Nimbus Knife Set,22039.04,5,14758.42
173,Craze Non-Stick Cookware Set,20012.95,5,14978.17
174,Orbit Knife Set,489.81,5,314.85
175,Nova Blender Mixer Grinder,11616.98,5,6286.1
176,Nimbus Steel Water Bottle,23326.43,5,14046.05
177,TrueLine Knife Set,20892.89,5,17614.5
178,Nimbus Blender Mixer Grinder,13848.94,5,8783.76
179,Nova Steel Water Bottle,7014.75,5,5446.97
180,Vivid Pressure Cooker,23366.07,5,15835.38
181,Kraft Non-Stick Cookware Set,18192.37,5,14428.67
182,Zentra Cutlery Set,11246.7,5,7529.88
183,Orbit Lunch Box,19107.39,5,12076.32
184,Urbano Lunch Box,24522.25,5,14310.74
185,Urbano Pressure Cooker,21421.92,5,13790.82
186,Nimbus Lunch Box,17674.91,5,13857.01
187,Zentra Pressure Cooker,12458.92,5,6390.89
188,Nova Lunch Box,21873.63,5,14307.7
189,AXOM Cutlery Set,18102.73,5,11648.97
190,Nova Steel Water Bottle,11816.84,5,9916.94
191,Craze Lunch Box,17363.71,5,12631.11
192,Orbit Lunch Box,9593.23,5,5859.85
193,Orbit Cutlery Set,1042.09,5,546.0
194,Urbano Knife Set,18707.14,5,12195.0
195,Nova Dinner Set 24pc,11175.41,5,8302.22
196,AXOM Non-Stick Cookware Set,8210.71,5,4266.63
197,Vivid Lunch Box,10852.57,5,6353.84
198,Craze Pressure Cooker,17092.74,5,9623.55
199,Nova Steel Water Bottle,15295.87,5,9695.91
200,Nimbus Blender Mixer Grinder,22833.8,5,12560.67
201,Kraft Bean Bag,11570.33,6,8485.61
202,Kraft Bean Bag,16988.63,6,9433.64
203,Vivid Bean Bag,24693.14,6,14932.04
204,Kraft Coffee Table,11502.37,6,6967.48
205,Nimbus Coffee Table,2800.33,6,1773.95
206,Craze Wardrobe 3-Door,7502.43,6,5587.42
207,TrueLine Study Table,6970.84,6,4866.17
208,Craze Study Table,18667.53,6,14775.23
209,Urbano Sofa Set 3-Seater,15235.57,6,9496.52
210,Craze Bed Frame Queen,6378.08,6,4875.74
211,Nova Bookshelf,22599.58,6,16412.25
212,Nimbus Sofa Set 3-Seater,979.11,6,614.59
213,Nova Bookshelf,22754.25,6,13979.11
214,Zentra Coffee Table,5139.75,6,3984.74
215,Orbit Wardrobe 3-Door,12619.6,6,7513.52
216,Kraft Bookshelf,22864.12,6,18987.87
217,Vivid Sofa Set 3-Seater,20135.18,6,13368.07
218,Zentra Office Chair,18890.66,6,10937.03
219,Orbit Coffee Table,9239.51,6,7176.68
220,Kraft Study Table,13483.82,6,8888.2
221,Craze Sofa Set 3-Seater,9618.48,6,6958.9
222,Nova Wardrobe 3-Door,16919.69,6,11251.88
223,Craze Wardrobe 3-Door,5650.97,6,2950.52
224,Kraft Bean Bag,16283.6,6,8806.77
225,AXOM Study Table,7713.46,6,5186.67
226,Urbano Office Chair,22198.39,6,12153.23
227,Vivid Bean Bag,16811.58,6,12778.47
228,Craze Coffee Table,18595.39,6,10303.39
229,Nova Coffee Table,20867.27,6,14930.08
230,AXOM Sofa Set 3-Seater,17303.47,6,9967.57
231,Urbano Bean Bag,21407.94,6,11448.41
232,Orbit Wardrobe 3-Door,22557.15,6,16369.48
233,TrueLine Study Table,7005.65,6,5876.85
234,Nova Bean Bag,16619.8,6,12042.65
235,AXOM Study Table,19701.85,6,11530.49
236,Craze Bookshelf,5249.36,6,4149.28
237,Craze Bed Frame Queen,5516.39,6,4437.35
238,Zentra Wardrobe 3-Door,19747.8,6,13993.16
239,Zentra Sofa Set 3-Seater,24690.05,6,17013.31
240,Nova Bookshelf,16577.28,6,8438.22
241,Vivid Men's Cotton T-Shirt,19781.12,7,11537.85
242,AXOM Men's Kurta,4480.02,7,2322.17
243,Orbit Men's Blazer,2974.19,7,1553.26
244,Vivid Men's Shorts,12903.96,7,6944.51
245,Craze Men's Jacket,1227.62,7,950.34
246,Nimbus Men's Track Pants,16137.02,7,8244.45
247,TrueLine Men's Shorts,10742.9,7,5777.39
248,Nova Men's Shorts,22496.78,7,13784.66
249,Nova Men's Jeans,3285.86,7,2360.93
250,TrueLine Men's Kurta,24866.5,7,17050.83
251,Orbit Men's Shorts,15194.86,7,8124.88
252,Orbit Men's Formal Shirt,18062.87,7,10390.81
253,Urbano Men's Shorts,10433.27,7,8238.08
254,TrueLine Men's Blazer,18280.87,7,11140.21
255,Kraft Men's Kurta,9451.38,7,5230.62
256,Nova Men's Shorts,2416.94,7,1280.68
257,Nova Men's Blazer,18653.04,7,11759.37
258,Orbit Men's Jeans,1640.53,7,1369.54
259,Nova Men's Kurta,10358.59,7,8346.56
260,AXOM Men's Blazer,24214.71,7,17195.92
261,Nova Men's Kurta,14511.28,7,8336.13
262,Urbano Men's Shorts,21204.78,7,13200.82
263,Nova Men's Kurta,19100.75,7,13388.38
264,Orbit Men's Blazer,24367.48,7,19163.79
265,Craze Men's Cotton T-Shirt,23237.74,7,18365.05
266,AXOM Men's Track Pants,4633.34,7,3456.21
267,Vivid Men's Track Pants,8872.93,7,4999.82
268,Craze Men's Jeans,16485.01,7,8644.0
269,Nova Men's Cotton T-Shirt,18690.88,7,10752.8
270,Nimbus Men's Blazer,8621.27,7,5427.25
271,Craze Men's Kurta,14966.16,7,12110.16
272,Zentra Men's Jeans,18897.73,7,9778.0
273,Kraft Men's Formal Shirt,11161.36,7,7237.08
274,TrueLine Men's Shorts,6938.2,7,5302.38
275,Vivid Men's Formal Shirt,10833.35,7,6490.65
276,Orbit Men's Shorts,16728.24,7,8630.03
277,Craze Men's Blazer,1511.33,7,863.8
278,Zentra Men's Jacket,19139.4,7,11508.65
279,AXOM Men's Formal Shirt,12510.03,7,8140.64
280,TrueLine Men's Jeans,13384.67,7,7770.32
281,Nova Women's Leggings,10017.22,8,7610.23
282,AXOM Women's Jacket,11574.89,8,6102.88
283,Craze Women's Leggings,10817.71,8,6940.08
284,Kraft Women's Jacket,3012.06,8,1528.02
285,Zentra Women's Leggings,20062.86,8,14371.91
286,Nova Women's Leggings,11002.29,8,5908.8
287,Craze Women's Jacket,10101.18,8,5328.64
288,Vivid Women's Dress,5656.07,8,4370.4
289,Orbit Women's Saree,15885.63,8,10892.96
290,Vivid Women's Top,8874.83,8,7413.84
291,Urbano Women's Jeans,2704.69,8,1594.66
292,Craze Women's Jeans,3948.81,8,3023.62
293,Zentra Women's Saree,23789.61,8,17123.33
294,Craze Women's Ethnic Set,19032.95,8,12506.87
295,Vivid Women's Leggings,3901.29,8,2043.89
296,Kraft Women's Ethnic Set,19938.79,8,14096.66
297,Orbit Women's Leggings,1993.64,8,1319.01
298,AXOM Women's Kurti,9313.13,8,5592.32
299,Craze Women's Saree,14912.88,8,9463.25
300,Nimbus Women's Kurti,22739.89,8,15919.74
301,Vivid Women's Top,15184.39,8,10256.73
302,Nimbus Women's Kurti,2722.02,8,2217.61
303,Nova Women's Leggings,12688.04,8,7110.32
304,Nimbus Women's Top,24776.0,8,16932.51
305,Vivid Women's Jeans,9415.37,8,5639.93
306,Vivid Women's Jacket,17020.61,8,8822.26
307,Nova Women's Leggings,8342.82,8,5800.66
308,Kraft Women's Jacket,6412.1,8,5117.16
309,Vivid Women's Jeans,2175.32,8,1592.91
310,Kraft Women's Leggings,24197.26,8,18014.09
311,Zentra Women's Jacket,14936.77,8,12372.14
312,Orbit Women's Dress,9510.48,8,7390.42
313,Orbit Women's Jeans,2472.31,8,1816.31
314,AXOM Women's Leggings,9160.55,8,5158.23
315,Vivid Women's Top,23699.56,8,15883.32
316,Zentra Women's Top,4000.39,8,2414.34
317,Orbit Women's Saree,19306.24,8,15296.18
318,Vivid Women's Kurti,21928.36,8,15707.53
319,Zentra Women's Jacket,4181.84,8,3307.71
320,Nimbus Women's Jeans,1235.76,8,775.45
321,Nimbus Kids Jacket,15323.3,9,11696.84
322,Urbano Kids Ethnic Wear,13420.18,9,8163.68
323,Urbano Kids Ethnic Wear,9290.85,9,7725.3
324,Nimbus Kids Ethnic Wear,19270.55,9,14883.48
325,Zentra Kids Sweater,20449.75,9,15959.82
326,Kraft Kids Shorts,1446.67,9,966.67
327,Orbit Kids School Uniform,23367.19,9,17501.8
328,Kraft Kids Frock,2234.3,9,1242.52
329,Orbit Kids Ethnic Wear,3811.61,9,2489.42
330,Nimbus Kids Jacket,22133.05,9,18274.49
331,AXOM Kids Sweater,10001.88,9,6310.05
332,Nova Kids Sweater,9466.58,9,4826.68
333,Vivid Kids Frock,19815.81,9,10862.23
334,Nimbus Kids Pajama Set,17447.39,9,9571.24
335,Nimbus Kids Ethnic Wear,15441.4,9,12616.4
336,Kraft Kids T-Shirt,5509.02,9,3042.81
337,Nova Kids Sweater,19437.89,9,11335.67
338,AXOM Kids Frock,6075.22,9,4396.23
339,Nova Kids Ethnic Wear,2904.82,9,2372.66
340,Orbit Kids T-Shirt,14439.93,9,10851.47
341,TrueLine Kids Pajama Set,188.87,9,117.76
342,Zentra Kids Sweater,16659.63,9,8829.02
343,Nova Kids School Uniform,23842.08,9,16461.26
344,TrueLine Kids T-Shirt,21852.29,9,11259.11
345,Vivid Kids Sweater,6453.21,9,3263.29
346,Vivid Kids Frock,6141.98,9,4483.56
347,Craze Kids Frock,18419.4,9,11353.38
348,Vivid Kids T-Shirt,13718.44,9,10765.25
349,Nimbus Kids Shorts,24523.36,9,16369.0
350,Zentra Kids Shorts,1718.05,9,1325.76
351,AXOM Kids Ethnic Wear,7442.05,9,3835.13
352,AXOM Kids Jacket,7992.56,9,4863.69
353,Orbit Kids Sweater,11913.98,9,6109.69
354,Kraft Kids Jacket,9020.81,9,6975.74
355,Kraft Kids School Uniform,3243.2,9,2039.35
356,Nimbus Kids Sweater,22381.74,9,14219.69
357,Nimbus Kids Shorts,17347.9,9,10904.39
358,Nova Kids Pajama Set,18217.97,9,9612.25
359,Orbit Kids Shorts,7450.1,9,3992.58
360,Kraft Kids School Uniform,7766.42,9,5521.28
361,Zentra Boots,17290.66,10,10772.8
362,Vivid Running Shoes,15429.06,10,10063.28
363,Nova Running Shoes,16828.92,10,10807.09
364,AXOM Sandals,3698.07,10,2635.43
365,AXOM Flip Flops,3286.82,10,1914.9
366,Vivid Loafers,9663.93,10,6750.6
367,Nimbus Sandals,23728.26,10,14953.66
368,Craze Formal Shoes,3571.72,10,2244.58
369,Kraft Loafers,6352.85,10,3428.68
370,Nimbus Sandals,13015.97,10,10669.71
371,Kraft Formal Shoes,19407.87,10,14486.29
372,Craze Sneakers,7246.59,10,5947.77
373,Urbano Flip Flops,3197.54,10,2553.2
374,Zentra Flip Flops,22482.17,10,14743.56
375,Vivid Formal Shoes,16745.82,10,12531.55
376,Kraft Sports Slides,21306.35,10,15961.29
377,Vivid Sandals,12792.58,10,6939.68
378,Zentra Sneakers,6032.89,10,4059.58
379,Orbit Loafers,14371.09,10,9536.54
380,Craze Sandals,22123.52,10,11570.86
381,Nimbus Boots,13213.54,10,10163.96
382,Zentra Formal Shoes,24313.64,10,17622.98
383,Nimbus Flip Flops,17050.71,10,10581.33
384,Zentra Sandals,10900.56,10,8924.83
385,Nova Running Shoes,13024.84,10,7898.83
386,Vivid Sandals,23378.24,10,13534.0
387,Nova Sports Slides,6377.54,10,4606.31
388,Zentra Sports Slides,15681.81,10,11213.28
389,Orbit Formal Shoes,16078.54,10,11369.67
390,Zentra Sandals,16519.51,10,12426.33
391,Craze Loafers,1173.68,10,941.67
392,AXOM Formal Shoes,23721.39,10,18262.1
393,Urbano Sports Slides,19208.93,10,12405.23
394,Nimbus Running Shoes,22241.57,10,15367.86
395,Nimbus Sports Slides,6235.22,10,4879.51
396,Kraft Boots,11420.57,10,8462.81
397,Nimbus Sandals,10478.2,10,6942.38
398,Craze Loafers,3720.17,10,2981.79
399,Vivid Loafers,24388.05,10,13310.22
400,Orbit Loafers,14107.03,10,8629.14
401,Nova Lipstick,6796.67,11,3988.09
402,AXOM Shampoo 400ml,7361.77,11,4670.69
403,Urbano Sunscreen SPF50,24072.74,11,19638.75
404,Craze Trimmer,18070.04,11,10235.63
405,Nimbus Body Lotion,24899.84,11,16518.19
406,Nimbus Hair Dryer,725.93,11,603.13
407,Urbano Lipstick,5496.34,11,3427.04
408,Kraft Face Wash,12448.12,11,10068.27
409,Kraft Lipstick,13486.77,11,10742.35
410,Zentra Sunscreen SPF50,22079.02,11,16661.44
411,Vivid Sunscreen SPF50,1274.27,11,659.95
412,Vivid Perfume 100ml,13897.59,11,7306.46
413,Orbit Lipstick,7101.06,11,6008.79
414,Zentra Shampoo 400ml,24380.81,11,15551.7
415,Orbit Trimmer,23482.87,11,17946.5
416,Craze Perfume 100ml,12801.69,11,8641.49
417,AXOM Face Wash,3555.35,11,2192.1
418,Orbit Lipstick,11506.17,11,8194.59
419,Vivid Body Lotion,23294.51,11,14244.26
420,Craze Sunscreen SPF50,18522.09,11,11200.9
421,Orbit Trimmer,20732.99,11,14229.44
422,Nimbus Hair Dryer,20421.36,11,12843.51
423,TrueLine Shampoo 400ml,14655.0,11,11414.25
424,Craze Face Wash,11943.57,11,10014.38
425,AXOM Perfume 100ml,14650.55,11,8199.61
426,Zentra Sunscreen SPF50,20568.28,11,12027.69
427,Urbano Shampoo 400ml,620.59,11,378.43
428,TrueLine Body Lotion,17308.93,11,11140.58
429,AXOM Lipstick,17688.51,11,12055.41
430,Nimbus Trimmer,13208.11,11,8054.48
431,Nimbus Body Lotion,22816.29,11,14141.87
432,Kraft Trimmer,15310.4,11,8685.47
433,Kraft Perfume 100ml,14018.45,11,8112.53
434,Kraft Hair Dryer,17666.79,11,13101.41
435,Vivid Lipstick,12073.12,11,8404.95
436,Kraft Hair Dryer,3178.57,11,2342.03
437,TrueLine Sunscreen SPF50,20486.68,11,17088.21
438,Kraft Body Lotion,1195.35,11,997.35
439,Vivid Shampoo 400ml,23111.64,11,16862.03
440,Urbano Lipstick,5171.39,11,3560.51
441,Zentra Face Mask Pack,2864.28,12,2174.88
442,Urbano Hand Sanitizer,1411.52,12,1152.95
443,Urbano Hand Sanitizer,1454.4,12,937.59
444,Nova Weighing Scale,17077.62,12,9360.47
445,TrueLine BP Monitor,16374.39,12,13234.22
446,Nimbus Weighing Scale,16315.89,12,12474.62
447,Vivid Face Mask Pack,7242.57,12,3771.26
448,Craze Digital Thermometer,5920.67,12,4491.07
449,Zentra Multivitamin Tablets,10534.44,12,8355.51
450,TrueLine Multivitamin Tablets,19730.82,12,11152.04
451,AXOM Face Mask Pack,380.29,12,265.74
452,Vivid Digital Thermometer,7221.36,12,6110.61
453,Zentra Weighing Scale,21298.83,12,14138.32
454,Nova Hand Sanitizer,8367.5,12,6324.92
455,Zentra Face Mask Pack,499.99,12,308.99
456,Craze Face Mask Pack,16908.87,12,9597.58
457,TrueLine Protein Powder,12954.72,12,6870.64
458,Zentra Digital Thermometer,24544.88,12,16374.11
459,AXOM Hand Sanitizer,6630.51,12,3861.82
460,Vivid Face Mask Pack,7653.35,12,5763.04
461,Kraft Multivitamin Tablets,16394.03,12,12172.06
462,Nova Multivitamin Tablets,11715.07,12,6512.42
463,Nova Face Mask Pack,16021.98,12,13285.79
464,Craze First Aid Kit,5638.1,12,4708.24
465,Zentra Weighing Scale,11456.22,12,9693.03
466,TrueLine First Aid Kit,17593.23,12,14417.28
467,Urbano Hand Sanitizer,17056.5,12,12085.13
468,Orbit Digital Thermometer,11251.69,12,8397.34
469,Craze Digital Thermometer,2938.39,12,2321.54
470,Craze Hand Sanitizer,13486.0,12,7519.63
471,Nova Weighing Scale,17055.34,12,12807.22
472,Nova Weighing Scale,22487.4,12,14749.91
473,Nimbus Multivitamin Tablets,3428.82,12,2212.96
474,Orbit Multivitamin Tablets,11640.1,12,9107.45
475,TrueLine Multivitamin Tablets,6473.26,12,3243.46
476,Craze Hand Sanitizer,1964.78,12,1273.76
477,Orbit Digital Thermometer,24853.97,12,20556.82
478,Nimbus Digital Thermometer,938.61,12,603.62
479,TrueLine BP Monitor,9455.35,12,7677.43
480,TrueLine Weighing Scale,9484.79,12,7008.84
481,Vivid Cookbook,3098.03,13,2625.57
482,Orbit Comic Book,3314.58,13,2792.71
483,AXOM Fiction Novel,24465.49,13,16197.41
484,Orbit Comic Book,9575.02,13,5557.17
485,Vivid Textbook,4004.77,13,2266.57
486,AXOM Self-Help Book,20265.53,13,13106.41
487,Urbano Fiction Novel,5271.13,13,2821.71
488,Nimbus Fiction Novel,15004.95,13,11195.95
489,Urbano Fiction Novel,18552.45,13,11888.28
490,Orbit Children's Story Book,5549.14,13,4452.11
491,Zentra Fiction Novel,12671.81,13,7618.83
492,Craze Business Book,15008.25,13,11036.86
493,Urbano Business Book,7648.85,13,4207.95
494,TrueLine Children's Story Book,7617.45,13,3971.24
495,TrueLine Cookbook,13962.89,13,7210.57
496,TrueLine Business Book,19677.24,13,12033.76
497,TrueLine Comic Book,3858.06,13,2437.37
498,Urbano Textbook,21256.12,13,12865.43
499,Nimbus Cookbook,22881.32,13,15944.51
500,Orbit Comic Book,13320.3,13,8471.0
501,Urbano Biography,8357.04,13,4409.8
502,Vivid Textbook,2447.73,13,1844.62
503,AXOM Children's Story Book,6821.27,13,5018.99
504,Nova Fiction Novel,4825.86,13,3699.47
505,Nimbus Children's Story Book,5340.89,13,4365.97
506,AXOM Biography,5413.42,13,3066.75
507,Nimbus Self-Help Book,22873.87,13,17006.02
508,TrueLine Children's Story Book,22890.89,13,15868.6
509,TrueLine Biography,11736.32,13,8532.92
510,Kraft Biography,9087.17,13,7351.38
511,Nova Textbook,20099.99,13,15132.17
512,Urbano Business Book,9362.02,13,6037.34
513,Zentra Children's Story Book,553.06,13,383.64
514,Kraft Comic Book,3937.42,13,2423.3
515,Craze Comic Book,20859.06,13,14074.77
516,Kraft Business Book,19119.51,13,12829.52
517,Nimbus Textbook,4330.61,13,3370.26
518,Zentra Cookbook,18049.79,13,12109.8
519,Orbit Fiction Novel,990.52,13,788.79
520,AXOM Fiction Novel,10397.95,13,8265.23
521,Nova Action Figure,17723.16,14,8918.29
522,Vivid Educational Toy,1652.19,14,1194.87
523,Nimbus Educational Toy,540.93,14,371.23
524,AXOM Doll House,565.64,14,425.8
525,AXOM Board Game,12630.07,14,9399.94
526,Zentra Doll House,2809.36,14,1499.38
527,Urbano Puzzle 500pc,4919.51,14,3366.22
528,Kraft Soft Toy,19904.17,14,10502.57
529,Nimbus Doll House,14190.3,14,12013.25
530,Kraft Action Figure,17148.43,14,13663.07
531,Nova Remote Control Car,10221.17,14,6459.87
532,AXOM Educational Toy,15973.19,14,11915.93
533,Nimbus Building Blocks Set,21156.45,14,15353.61
534,Craze Soft Toy,24436.63,14,20547.39
