order_id,order_date,customer_id,seller_id,order_status
126,2023-06-29,653,46,Pending
127,2023-03-19,626,84,Returned
128,2022-12-10,277,35,Cancelled
129,2022-09-19,671,75,Completed
130,2023-11-23,768,31,Shipped
131,2023-08-26,789,25,Completed
132,2023-11-25,707,24,Completed
133,2022-01-11,689,2,Cancelled
134,2022-01-13,422,13,Completed
135,2023-12-03,457,45,Completed
136,2022-10-18,258,25,Completed
137,2023-09-27,95,8,Pending
138,2023-11-04,916,28,Pending
139,2023-10-16,125,91,Pending
140,2022-03-30,877,78,Completed
141,2023-11-04,783,83,Completed
142,2022-07-09,918,15,Shipped
143,2022-09-17,302,60,Shipped
144,2022-03-19,655,59,Returned
145,2022-10-11,788,55,Shipped
146,2023-11-15,789,99,Completed
147,2022-06-15,800,10,Completed
148,2022-03-05,392,50,Completed
149,2022-03-03,265,34,Completed
150,2022-03-13,504,26,Completed
151,2022-07-02,661,63,Completed
152,2023-07-08,788,56,Completed
153,2023-10-21,109,57,Shipped
154,2022-04-16,36,10,Completed
155,2022-09-14,796,58,Completed
156,2023-05-25,153,84,Completed
157,2022-02-08,681,50,Completed
158,2023-12-18,338,51,Completed
159,2023-06-12,725,99,Completed
160,2023-03-23,414,94,Cancelled
161,2022-03-13,554,29,Completed
162,2023-12-07,838,100,Completed
163,2023-08-04,549,46,Completed
164,2022-11-07,411,8,Completed
165,2023-10-25,93,47,Completed
166,2022-12-15,83,59,Shipped
167,2022-10-24,664,26,Completed
168,2022-02-10,991,50,Shipped
169,2022-11-03,713,50,Returned
170,2023-10-08,706,46,Completed
171,2023-10-10,449,95,Completed
172,2022-02-06,198,4,Shipped
173,2023-08-31,245,63,Completed
174,2023-07-08,659,40,Completed
175,2023-04-06,990,3,Completed
176,2022-02-27,346,93,Completed
177,2022-05-02,217,84,Shipped
178,2023-04-15,963,87,Returned
179,2023-07-04,153,95,Completed
180,2022-03-15,38,95,Completed
181,2023-11-01,20,61,Returned
182,2023-09-26,47,32,Shipped
183,2022-05-14,15,23,Completed
184,2022-11-11,841,13,Completed
185,2022-06-24,856,76,Completed
186,2022-04-19,117,64,Completed
187,2023-09-23,226,9,Cancelled
188,2023-03-13,346,95,Shipped
189,2022-11-29,124,88,Completed
190,2022-05-21,330,28,Shipped
191,2023-08-31,178,43,Completed
192,2022-10-08,145,97,Completed
193,2023-12-15,379,71,Completed
194,2022-09-07,948,75,Completed
195,2022-04-13,811,81,Completed
196,2022-06-11,17,63,Completed
197,2022-01-08,184,12,Shipped
198,2023-08-31,909,37,Completed
199,2023-05-03,709,17,Completed
200,2023-10-18,278,67,Completed
201,2022-09-02,961,23,Completed
202,2022-02-08,611,24,Shipped
203,2023-09-19,974,12,Completed
204,2022-11-05,357,54,Completed
205,2022-08-30,197,16,Pending
206,2022-04-08,634,47,Returned
207,2023-07-07,520,29,Completed
208,2023-10-04,676,27,Completed
209,2022-07-18,116,20,Shipped
210,2023-05-01,510,23,Completed
211,2022-02-14,56,83,Completed
212,2022-08-03,446,33,Completed
213,2023-04-10,45,14,Shipped
214,2023-07-05,181,21,Cancelled
215,2023-05-12,528,15,Completed
216,2022-08-29,739,57,Completed
217,2022-11-30,430,26,Shipped
218,2022-11-30,236,100,Completed
219,2022-08-22,101,31,Shipped
220,2022-07-24,385,29,Completed
221,2023-08-23,497,7,Returned
222,2022-05-29,222,79,Completed
223,2023-02-01,383,18,Completed
224,2022-07-18,648,46,Pending
225,2022-07-27,344,17,Completed
226,2023-08-06,62,36,Completed
227,2023-04-22,470,54,Completed
228,2022-12-18,226,38,Completed
229,2023-10-16,976,79,Returned
230,2023-08-15,994,71,Returned
231,2022-03-30,422,67,Completed
232,2022-08-10,606,61,Cancelled
233,2022-10-13,15,94,Completed
234,2022-09-10,254,42,Completed
235,2022-08-16,914,76,Pending
236,2023-08-11,920,1,Completed
237,2022-02-15,42,61,Shipped
238,2023-06-01,35,55,Completed
239,2023-05-06,830,90,Cancelled
240,2023-04-09,508,31,Completed
241,2022-01-13,710,94,Completed
242,2022-08-12,136,46,Completed
243,2023-10-26,93,3,Completed
244,2022-11-09,166,91,Completed
245,2023-08-08,766,75,Completed
246,2023-04-11,475,99,Completed
247,2023-12-22,416,24,Cancelled
248,2023-01-15,642,60,Shipped
249,2022-01-02,882,81,Completed
250,2023-12-09,341,68,Completed
251,2023-03-13,771,35,Shipped
252,2023-09-20,556,74,Cancelled
253,2023-12-03,83,80,Returned
254,2022-02-26,528,87,Completed
255,2022-02-22,114,50,Completed
256,2023-09-26,42,47,Completed
257,2023-10-26,573,91,Completed
258,2023-12-28,793,27,Completed
259,2022-12-09,245,70,Completed
260,2023-05-05,756,97,Completed
261,2023-12-21,215,97,Shipped
262,2022-08-19,329,46,Returned
263,2023-05-31,697,55,Completed
264,2022-03-06,382,45,Completed
265,2023-05-29,540,16,Completed
266,2023-06-29,695,69,Returned
267,2023-04-08,636,48,Cancelled
268,2023-12-11,829,9,Completed
269,2023-04-14,90,11,Completed
270,2022-07-03,296,10,Completed
271,2022-10-10,115,90,Completed
272,2022-06-04,896,27,Completed
273,2023-10-05,24,38,Completed
274,2023-11-30,555,17,Completed
275,2023-03-07,455,95,Completed
276,2022-10-26,194,9,Completed
277,2022-08-26,855,67,Completed
278,2023-02-26,593,44,Shipped
279,2022-12-01,498,76,Shipped
280,2023-06-27,863,71,Completed
281,2022-11-08,581,17,Returned
282,2022-11-10,176,34,Completed
283,2023-01-16,995,37,Shipped
284,2022-02-18,152,46,Completed
285,2022-06-20,634,21,Shipped
286,2022-10-20,187,23,Cancelled
287,2023-12-11,927,86,Cancelled
288,2022-06-15,244,15,Completed
289,2022-11-21,589,17,Completed
290,2023-01-14,189,27,Completed
291,2022-02-05,682,41,Pending
292,2022-06-01,382,58,Completed
293,2022-06-16,547,39,Completed
294,2022-01-26,415,64,Shipped
295,2023-04-15,951,41,Completed
296,2023-07-14,1000,65,Completed
297,2023-12-24,303,61,Returned
298,2023-08-11,683,19,Cancelled
299,2023-03-29,347,89,Completed
300,2023-05-06,922,6,Completed
301,2023-07-19,120,40,Completed
302,2023-09-25,862,29,Completed
303,2022-04-05,335,8,Completed
304,2022-07-19,598,68,Completed
305,2022-10-12,201,3,Completed
306,2023-04-02,694,86,Pending
307,2023-06-09,404,25,Completed
308,2023-09-10,620,66,Pending
309,2023-11-14,370,51,Completed
310,2023-03-14,379,50,Completed
311,2022-10-19,354,45,Completed
312,2023-04-02,896,72,Completed
313,2023-03-31,760,54,Cancelled
314,2022-10-23,168,94,Pending
315,2023-03-11,747,54,Completed
316,2023-08-25,613,12,Completed
317,2022-11-07,487,68,Pending
318,2022-03-09,956,76,Shipped
319,2022-04-01,7,53,Completed
320,2022-10-07,425,23,Completed
321,2023-12-29,582,97,Returned
322,2022-07-24,191,49,Completed
323,2023-05-18,44,39,Cancelled
324,2022-11-08,506,72,Shipped
325,2022-08-18,28,1,Completed
326,2022-11-04,979,82,Cancelled
327,2023-04-29,128,84,Shipped
328,2022-10-22,428,23,Completed
329,2023-12-06,661,32,Completed
330,2022-10-11,505,9,Completed
331,2023-01-06,596,62,Completed
332,2022-09-22,644,88,Completed
333,2023-12-12,838,16,Completed
334,2023-08-13,18,34,Completed
335,2022-03-01,150,41,Completed
336,2023-12-11,139,46,Completed
337,2022-10-07,370,54,Completed
338,2022-12-31,50,38,Completed
339,2023-10-17,959,10,Completed
340,2023-10-06,188,98,Completed
341,2022-06-21,557,42,Returned
342,2023-12-03,820,39,Completed
343,2023-12-16,705,47,Completed
344,2023-08-17,361,19,Completed
345,2023-06-15,289,48,Cancelled
346,2023-02-26,349,21,Completed
347,2022-06-08,516,29,Cancelled
348,2023-07-27,629,89,Cancelled
349,2023-06-23,867,69,Shipped
350,2023-12-21,775,15,Completed
351,2022-03-20,120,17,Returned
352,2023-05-07,357,40,Shipped
353,2022-05-23,837,57,Returned
354,2023-09-04,536,98,Pending
355,2022-06-26,727,39,Completed
356,2022-05-02,228,17,Returned
357,2022-05-26,705,30,Completed
358,2022-08-03,134,11,Completed
359,2022-04-25,80,3,Cancelled
360,2023-03-18,44,26,Completed
361,2023-11-07,526,76,Completed
362,2022-05-02,931,33,Completed
363,2022-11-05,684,2,Shipped
364,2022-05-07,943,78,Completed
365,2022-07-24,190,86,Completed
366,2022-04-03,150,96,Pending
367,2023-08-17,357,46,Completed
368,2023-05-28,800,94,Completed
369,2023-06-02,584,9,Completed
370,2023-08-16,782,2,Completed
371,2022-07-16,988,37,Completed
372,2023-07-05,5,93,Completed
373,2022-08-08,943,65,Returned
374,2023-05-02,376,90,Completed
375,2023-03-27,690,14,Completed
376,2022-12-30,389,55,Completed
377,2022-08-22,418,15,Shipped
378,2022-11-18,127,60,Completed
379,2022-05-20,508,98,Completed
380,2022-10-23,571,93,Completed
381,2022-12-02,506,15,Completed
382,2023-04-13,615,95,Completed
383,2023-03-31,232,71,Completed
384,2023-03-15,194,9,Returned
385,2023-05-03,962,87,Completed
386,2022-01-14,691,63,Shipped
387,2023-02-10,449,67,Shipped
388,2022-03-29,123,19,Completed
389,2023-12-13,605,14,Shipped
390,2022-06-22,67,47,Pending
391,2022-12-13,206,77,Cancelled
392,2023-02-18,126,30,Cancelled
393,2023-05-27,286,98,Shipped
394,2023-08-19,608,35,Shipped
395,2023-10-22,966,52,Completed
396,2023-11-14,618,52,Pending
397,2023-06-08,286,19,Shipped
398,2022-04-21,126,33,Completed
399,2022-08-25,644,18,Completed
400,2022-02-24,851,9,Completed
401,2022-01-28,996,23,Completed
402,2023-11-27,335,20,Completed
403,2023-10-01,99,98,Completed
404,2023-06-17,786,64,Cancelled
405,2022-07-26,301,85,Completed
406,2023-06-01,268,70,Completed
407,2023-07-08,560,3,Pending
408,2022-02-02,441,16,Completed
409,2022-11-19,874,49,Completed
410,2022-02-06,34,23,Completed
411,2022-11-07,906,91,Completed
412,2023-03-18,138,40,Shipped
413,2023-05-15,783,15,Completed
414,2023-05-18,676,71,Shipped
415,2023-08-09,482,61,Completed
416,2022-06-10,519,8,Completed
417,2023-05-22,606,49,Completed
418,2022-12-28,785,37,Completed
419,2022-01-29,605,6,Completed
420,2023-01-11,358,95,Completed
421,2023-10-03,350,49,Completed
422,2022-12-20,366,53,Completed
423,2023-11-09,251,32,Completed
424,2022-11-16,607,11,Returned
425,2022-03-09,890,40,Completed
426,2022-06-23,21,69,Completed
427,2023-04-17,674,55,Completed
428,2023-03-08,274,3,Shipped
429,2023-08-26,23,41,Completed
430,2023-02-04,331,74,Completed
431,2023-05-16,103,89,Shipped
432,2022-12-11,509,65,Cancelled
433,2023-11-15,348,22,Completed
434,2023-01-08,993,56,Completed
435,2023-10-13,868,10,Cancelled
436,2023-07-03,220,37,Completed
437,2022-11-01,588,52,Cancelled
438,2023-10-02,761,12,Shipped
439,2023-08-16,98,76,Completed
440,2022-03-10,581,68,Completed
441,2022-08-03,356,10,Shipped
442,2022-11-06,517,39,Completed
443,2023-07-07,321,26,Completed
444,2022-09-15,640,66,Completed
445,2023-07-15,185,3,Completed
446,2023-06-13,884,24,Completed
447,2022-08-07,677,96,Pending
448,2022-10-02,960,82,Completed
449,2023-09-22,874,99,Returned
450,2023-08-03,745,81,Completed
451,2022-07-25,374,60,Completed
452,2022-06-04,765,88,Shipped
453,2023-03-22,421,41,Returned
454,2022-03-07,650,27,Cancelled
455,2022-10-01,844,37,Completed
456,2022-09-20,704,77,Completed
457,2022-09-02,117,20,Completed
458,2022-09-09,817,40,Completed
459,2023-07-28,447,55,Completed
460,2022-02-07,207,21,Completed
461,2022-01-30,265,36,Shipped
462,2022-06-30,660,6,Pending
463,2023-05-13,802,3,Completed
464,2022-03-27,322,78,Completed
465,2022-03-07,923,53,Returned
466,2023-11-19,674,12,Completed
467,2022-05-24,242,15,Completed
468,2023-05-28,956,16,Completed
469,2023-08-18,973,100,Pending
470,2022-09-15,509,12,Completed
471,2022-05-06,792,41,Completed
472,2023-08-22,755,50,Cancelled
473,2022-08-30,958,55,Completed
474,2022-04-20,180,28,Pending
475,2023-03-27,419,33,Returned
476,2022-02-27,503,69,Completed
477,2022-04-26,325,70,Completed
478,2023-12-01,253,36,Returned
479,2022-05-29,372,61,Shipped
480,2022-11-12,22,83,Pending
481,2023-09-13,36,95,Shipped
482,2022-02-25,708,86,Completed
483,2023-07-20,394,40,Completed
484,2023-12-19,372,88,Completed
485,2022-08-31,879,57,Completed
486,2023-02-07,950,33,Completed
487,2022-08-30,305,27,Returned
488,2022-06-14,938,57,Completed
489,2023-10-22,417,5,Completed
490,2022-03-24,843,100,Pending
491,2023-04-28,755,53,Returned
492,2022-12-07,735,55,Returned
493,2022-04-13,845,21,Shipped
494,2023-06-03,68,46,Completed
495,2023-07-15,756,42,Completed
496,2022-01-29,781,7,Completed
497,2022-07-08,646,57,Cancelled
498,2022-05-20,4,52,Completed
499,2022-11-09,322,74,Completed
500,2022-06-11,256,67,Shipped
501,2023-10-27,782,17,Cancelled
502,2023-12-04,421,41,Completed
503,2022-05-17,267,23,Shipped
504,2022-12-02,819,37,Completed
505,2023-03-01,377,24,Completed
506,2023-01-22,968,74,Completed
507,2022-01-24,946,72,Completed
508,2023-10-04,235,12,Pending
509,2022-07-23,269,90,Returned
510,2022-02-20,411,80,Completed
511,2022-09-24,153,12,Pending
512,2022-06-24,970,73,Completed
513,2023-06-23,446,99,Returned
514,2023-04-10,848,87,Completed
515,2022-08-18,731,27,Completed
516,2022-09-30,295,96,Completed
517,2022-05-14,442,27,Completed
518,2022-10-17,745,87,Completed
519,2022-07-04,419,19,Completed
520,2022-09-26,242,80,Completed
521,2022-09-12,379,75,Shipped
522,2023-04-15,88,2,Completed
523,2022-11-28,998,89,Completed
524,2022-08-06,731,50,Shipped
525,2023-09-04,263,10,Completed
526,2022-03-02,54,43,Pending
527,2023-04-28,931,46,Pending
528,2023-11-18,991,77,Shipped
529,2022-02-16,6,33,Completed
530,2023-01-26,310,51,Shipped
531,2022-05-16,992,72,Completed
532,2022-07-03,267,22,Completed
533,2022-12-14,899,60,Completed
534,2022-11-21,728,68,Completed
535,2022-09-24,120,41,Completed
536,2022-05-11,512,36,Shipped
537,2023-03-17,290,34,Completed
538,2022-09-28,530,41,Completed
539,2022-06-18,324,95,Pending
540,2022-06-04,570,85,Completed
541,2023-03-27,55,25,Completed
542,2022-08-24,188,5,Completed
543,2022-06-17,723,60,Completed
544,2023-05-22,42,57,Completed
545,2023-12-28,575,63,Completed
546,2022-04-26,867,93,Returned
547,2022-05-07,358,12,Completed
548,2022-10-18,185,22,Shipped
549,2022-10-07,577,85,Completed
550,2023-08-21,995,1,Completed
551,2023-08-08,185,54,Returned
552,2022-09-10,787,64,Shipped
553,2022-12-03,27,37,Shipped
554,2023-11-28,125,51,Completed
555,2022-04-19,858,42,Completed
556,2022-03-25,472,91,Shipped
557,2023-04-10,644,35,Completed
558,2022-01-06,338,6,Shipped
559,2023-04-09,333,94,Pending
560,2023-08-06,133,28,Returned
561,2023-10-22,290,42,Cancelled
562,2022-03-14,561,78,Completed
563,2023-02-13,262,23,Completed
564,2023-02-13,92,3,Returned
565,2022-06-16,398,100,Completed
566,2023-10-25,771,84,Completed
567,2022-11-02,503,56,Shipped
568,2022-11-14,926,88,Completed
569,2023-01-03,682,13,Cancelled
570,2023-06-09,205,63,Completed
571,2023-02-02,488,35,Completed
572,2023-03-10,93,97,Completed
573,2023-01-13,629,24,Completed
574,2023-03-13,96,6,Completed
575,2023-04-20,693,29,Completed
576,2022-06-08,954,64,Completed
577,2023-10-25,538,11,Completed
578,2023-03-24,82,62,Completed
579,2022-05-11,701,39,Cancelled
580,2023-06-20,438,38,Completed
581,2023-07-19,79,6,Completed
582,2023-06-07,436,53,Completed
583,2023-11-08,738,73,Cancelled
584,2022-12-30,261,75,Completed
585,2023-05-31,17,15,Shipped
586,2023-04-19,184,24,Cancelled
587,2022-02-16,86,54,Returned
588,2022-11-01,322,76,Shipped
589,2023-11-18,461,80,Cancelled
590,2022-12-16,990,24,Completed
591,2022-03-22,765,78,Completed
592,2023-11-21,109,56,Completed
593,2022-01-06,405,15,Completed
594,2023-11-03,489,59,Shipped
595,2023-11-05,989,96,Completed
596,2023-05-14,311,80,Cancelled
597,2023-09-24,370,89,Shipped
598,2023-12-08,692,51,Cancelled
599,2022-03-31,129,18,Completed
600,2022-04-25,836,3,Shipped
601,2022-07-12,880,4,Completed
602,2023-10-27,149,84,Completed
603,2023-10-04,879,69,Completed
604,2022-11-05,789,60,Completed
605,2023-03-09,23,15,Completed
606,2022-06-06,757,90,Completed
607,2023-05-12,483,3,Returned
608,2023-08-23,249,26,Completed
609,2023-02-06,53,43,Completed
610,2023-10-08,868,92,Completed
611,2023-03-02,869,64,Shipped
612,2023-09-03,749,71,Pending
613,2022-02-07,500,52,Completed
614,2023-08-29,743,79,Pending
615,2023-05-15,238,92,Completed
616,2022-01-20,433,74,Completed
617,2022-03-07,275,83,Completed
618,2023-04-30,120,64,Completed
619,2023-10-24,356,58,Shipped
620,2022-01-22,166,37,Shipped
621,2023-04-26,353,57,Completed
622,2022-08-13,602,88,Completed
623,2023-09-09,874,92,Shipped
624,2022-05-15,905,38,Shipped
625,2023-02-04,983,54,Cancelled
626,2023-11-21,669,95,Completed
627,2023-04-29,819,21,Completed
628,2022-10-17,708,96,Completed
629,2023-05-10,133,23,Completed
630,2023-09-13,504,13,Cancelled
631,2023-05-21,311,31,Completed
632,2022-02-18,19,46,Returned
633,2023-01-01,694,21,Completed
634,2023-05-31,33,9,Completed
635,2022-04-27,633,30,Completed
636,2022-08-18,499,34,Pending
637,2022-12-30,788,6,Cancelled
638,2023-07-25,274,20,Returned
639,2023-06-12,619,86,Completed
640,2022-02-21,949,57,Cancelled
641,2022-04-24,999,14,Cancelled
642,2023-09-17,801,14,Cancelled
643,2022-02-12,520,14,Completed
644,2022-05-01,892,27,Returned
645,2022-06-10,746,38,Shipped
646,2023-06-03,511,94,Returned
647,2022-06-07,663,47,Completed
648,2022-05-22,126,26,Completed
649,2023-03-02,788,99,Completed
650,2023-05-01,350,37,Completed
651,2022-03-29,273,48,Shipped
652,2023-03-01,370,81,Shipped
653,2022-06-05,772,97,Completed
654,2022-08-22,142,55,Completed
655,2023-02-24,920,59,Pending
656,2023-06-13,814,88,Completed
657,2022-01-31,454,19,Cancelled
658,2023-06-14,967,9,Completed
659,2022-11-19,412,99,Completed
660,2022-03-04,403,98,Completed
661,2023-10-19,155,74,Completed
662,2023-10-09,731,85,Returned
663,2022-10-30,430,52,Returned
664,2023-12-19,567,39,Shipped
665,2022-11-18,932,45,Completed
666,2022-10-14,922,68,Completed
667,2022-05-31,718,52,Completed
668,2022-07-30,909,70,Completed
669,2023-09-26,668,57,Shipped
670,2023-10-27,415,100,Completed
671,2022-11-05,87,5,Completed
672,2023-02-04,743,93,Shipped
673,2022-05-10,533,70,Completed
674,2022-04-06,524,71,Completed
675,2022-12-15,776,82,Completed
676,2022-01-29,912,70,Completed
677,2022-09-05,853,100,Completed
678,2023-03-09,518,15,Shipped
679,2023-01-17,266,81,Completed
680,2022-05-07,49,97,Shipped
681,2022-05-08,460,39,Completed
682,2022-01-06,465,44,Pending
683,2023-08-19,580,92,Returned
684,2023-10-05,682,69,Cancelled
685,2022-08-28,359,39,Completed
686,2023-08-10,689,18,Shipped
687,2023-06-17,756,32,Completed
688,2023-06-13,597,25,Cancelled
689,2023-01-05,466,13,Completed
690,2023-03-12,849,53,Completed
691,2022-03-05,436,17,Completed
692,2023-04-02,80,48,Shipped
693,2023-02-17,603,72,Completed
694,2023-02-09,893,34,Completed
695,2023-10-14,434,57,Shipped
696,2023-05-17,750,54,Cancelled
697,2022-05-28,518,17,Completed
698,2023-04-14,133,91,Completed
699,2023-06-26,121,89,Completed
700,2023-04-30,34,96,Completed
701,2023-07-27,379,16,Completed
702,2023-02-23,113,16,Completed
703,2022-10-24,42,67,Completed
704,2023-01-16,313,48,Completed
705,2023-05-13,29,19,Completed
706,2023-08-27,432,7,Pending
707,2022-11-09,911,37,Completed
708,2023-05-16,3,16,Completed
709,2022-03-11,892,6,Completed
710,2023-08-10,318,73,Completed
711,2022-12-12,801,49,Completed
712,2023-09-13,136,98,Completed
713,2023-10-14,472,98,Completed
714,2023-04-05,153,94,Completed
715,2023-10-02,681,80,Completed
716,2022-08-27,922,51,Completed
717,2022-02-16,982,86,Returned
718,2022-10-12,662,12,Returned
719,2023-12-26,26,74,Completed
720,2023-12-26,317,72,Completed
721,2023-10-22,573,11,Completed
722,2023-09-26,555,74,Shipped
723,2023-08-07,535,25,Shipped
724,2023-05-30,919,3,Completed
725,2023-06-29,185,3,Completed
726,2022-07-30,252,91,Cancelled
727,2023-08-17,455,11,Cancelled
728,2023-09-14,329,52,Completed
729,2023-05-19,883,3,Completed
730,2022-07-04,425,4,Returned
731,2022-11-21,392,33,Completed
732,2022-04-12,555,22,Completed
733,2022-07-07,262,99,Completed
734,2022-11-11,976,53,Shipped
735,2022-03-02,630,42,Completed
736,2022-03-01,306,50,Completed
737,2022-05-26,423,42,Completed
738,2022-05-04,54,26,Completed
739,2023-09-04,601,31,Completed
740,2023-06-01,395,15,Completed
741,2022-11-22,476,71,Completed
742,2023-05-11,30,53,Completed
743,2022-01-20,276,71,Pending
744,2023-11-23,104,32,Shipped
745,2023-10-30,805,17,Completed
746,2023-02-21,457,11,Cancelled
747,2023-05-28,209,19,Completed
748,2022-06-22,801,32,Completed
749,2023-03-10,985,72,Completed
750,2022-01-02,833,60,Pending
751,2023-09-28,297,84,Pending
752,2022-01-01,62,62,Completed
753,2022-09-14,860,88,Completed
754,2022-12-26,863,81,Completed
755,2023-06-07,289,6,Completed
756,2023-07-01,577,9,Completed
757,2023-02-09,716,16,Cancelled
758,2023-07-24,287,56,Completed
759,2023-06-01,981,41,Returned
760,2022-12-17,651,34,Pending
761,2023-12-26,464,35,Completed
762,2022-11-26,350,27,Completed
763,2023-09-06,337,3,Returned
764,2022-05-17,662,1,Completed
765,2022-01-05,924,2,Shipped
766,2023-02-28,570,90,Shipped
767,2023-02-07,552,11,Cancelled
768,2023-10-27,667,10,Completed
769,2023-11-19,456,87,Completed
770,2023-01-21,848,77,Completed
771,2022-07-01,860,99,Cancelled
772,2022-01-09,128,60,Completed
773,2022-07-17,456,2,Completed
774,2022-01-21,777,36,Shipped
775,2023-12-28,367,25,Completed
776,2023-09-21,641,39,Cancelled
777,2022-08-15,240,64,Pending
778,2022-02-07,288,64,Returned
779,2023-12-25,621,27,Completed
780,2023-10-16,406,15,Returned
781,2023-08-06,513,64,Completed
782,2022-07-18,676,95,Completed
783,2023-11-30,618,73,Completed
784,2023-08-26,132,96,Completed
785,2022-09-23,956,73,Returned
786,2023-06-20,747,36,Completed
787,2023-11-26,24,89,Shipped
788,2023-09-22,259,88,Completed
789,2023-04-10,3,55,Completed
790,2023-10-28,54,42,Completed
791,2023-02-21,281,16,Shipped
792,2023-04-23,508,47,Completed
793,2022-02-14,906,93,Completed
794,2022-10-12,941,54,Completed
795,2022-11-20,6,51,Completed
796,2022-03-25,902,74,Cancelled
797,2022-08-20,707,55,Pending
798,2022-09-13,202,22,Completed
799,2022-03-06,642,81,Completed
800,2023-05-07,443,4,Completed
801,2023-10-04,958,43,Cancelled
802,2022-09-11,111,61,Completed
803,2022-12-15,853,7,Cancelled
804,2023-06-17,814,31,Pending
805,2023-09-07,635,57,Shipped
806,2023-10-03,458,75,Completed
