order_item_id,order_id,product_id,quantity,price_per_unit
520,1462,413,2,7025.44
521,1676,191,5,16523.64
522,593,308,1,6058.6
523,1103,439,3,21115.04
524,2105,457,4,12544.3
525,2957,148,4,23878.08
526,519,724,2,13230.65
527,1384,214,5,5122.73
528,2781,411,4,1200.05
529,2555,142,3,19764.09
530,2170,224,5,15357.45
531,454,517,4,4160.58
532,317,417,1,3483.29
533,869,530,5,17137.54
534,2126,606,2,13030.57
535,2570,711,3,2382.13
536,2914,797,2,18351.39
537,699,356,1,21681.87
538,2421,619,2,22809.18
539,2794,592,4,2609.49
540,2044,336,5,5428.45
541,1478,440,3,5055.82
542,778,322,2,12993.17
543,865,756,3,8135.23
544,1534,60,4,20732.59
545,605,475,4,6285.98
546,1213,353,3,10911.76
547,1615,79,5,19882.33
548,6,29,2,1372.47
549,896,540,3,7677.66
550,2483,186,4,16278.69
551,2936,413,2,6714.37
552,2561,212,2,887.04
553,2015,181,2,18089.93
554,592,151,4,15731.27
555,1921,780,1,6450.87
556,382,380,4,20853.47
557,1771,124,4,13948.35
558,680,169,1,11373.59
559,230,162,5,12893.66
560,1849,381,1,12273.99
561,2923,566,4,9093.45
562,45,239,1,23146.42
563,657,107,4,5696.37
564,552,9,2,644.75
565,2814,184,2,22142.58
566,1218,185,4,21411.0
567,112,583,5,10952.55
568,946,273,2,10802.64
569,1608,276,4,16441.89
570,768,63,4,6752.42
571,590,74,4,13181.43
572,1352,778,1,20081.55
573,1178,83,4,12340.58
574,35,457,1,12809.85
575,344,702,1,20800.04
576,1907,299,5,13717.29
577,878,190,4,11622.02
578,1265,188,3,21691.69
579,2596,386,5,21563.8
580,606,116,4,17952.04
581,824,286,4,10378.71
582,2301,248,5,20259.09
583,999,228,5,16796.31
584,2372,408,3,11527.1
585,475,161,3,13913.79
586,1678,628,5,11603.78
587,1959,716,5,932.08
588,859,620,2,19802.54
589,1600,718,2,2327.85
590,2319,506,2,5164.9
591,2700,90,2,12063.99
592,2693,121,4,10120.48
593,1518,668,1,11609.93
594,224,791,5,8389.67
595,421,61,2,20095.57
596,2491,736,4,656.52
597,2670,662,3,2188.2
598,2129,465,2,10944.09
599,2930,312,3,9488.83
600,13,603,4,11296.1
601,1499,767,5,11533.38
602,587,464,1,5359.39
603,2098,560,4,14393.12
604,1067,3,4,17876.12
605,1195,373,4,3148.45
606,906,23,2,11050.85
607,86,11,1,21664.53
608,973,176,5,21102.16
609,641,191,1,17197.22
610,350,796,3,18799.16
611,83,244,5,11655.6
612,875,266,5,4435.23
613,388,36,5,3138.71
614,2995,161,3,14407.69
615,581,254,2,16769.61
616,2728,172,2,20623.08
617,1571,42,2,24130.36
618,1029,668,3,11666.85
619,144,61,1,19661.68
620,1242,747,2,6057.72
621,2120,291,3,2649.57
622,1107,700,1,7206.87
623,1628,415,5,22318.81
624,1802,568,5,760.31
625,1121,214,5,4725.3
626,509,795,2,10228.46
627,2161,167,3,2303.17
628,1604,404,2,17332.95
629,1892,136,1,20448.68
630,2045,28,3,17630.0
631,939,759,5,10868.19
632,1128,237,1,5034.44
633,1829,276,3,15206.75
634,2273,594,1,12526.7
635,2249,342,5,15648.09
636,544,627,5,19155.16
637,940,58,1,4212.12
638,1677,509,4,10795.17
639,275,493,4,7120.31
640,1357,381,3,12103.67
641,1621,16,4,10794.25
642,2916,794,3,6599.29
643,314,580,2,24697.69
644,1291,351,5,7431.62
645,1454,101,5,19211.52
646,2400,406,4,658.86
647,2946,235,1,18680.54
648,684,238,4,18026.01
649,2505,434,3,16736.55
650,2721,155,5,19925.26
651,2103,409,3,12654.76
652,1126,146,1,9497.11
653,595,436,1,3003.29
654,2316,785,2,12756.8
655,2743,585,5,19463.41
656,512,760,5,1466.4
657,1247,323,2,8613.07
658,2838,196,2,7968.62
659,1410,65,3,2923.06
660,2476,340,3,13010.28
661,1856,97,3,273.09
662,2394,791,2,7777.15
663,2914,656,1,3189.52
664,2968,683,1,2185.85
665,883,453,4,21122.74
666,1826,473,2,3175.41
667,2517,620,2,20338.74
668,1297,760,3,1460.12
669,997,158,1,11959.56
670,970,242,3,4313.49
671,2146,692,3,11196.88
672,1702,553,1,14396.97
673,2819,754,1,10571.83
674,1849,556,4,4140.8
675,1002,442,4,1359.87
676,1511,589,2,18403.24
677,2238,241,2,18967.94
678,327,572,4,1859.66
679,2756,367,5,23592.43
680,1320,170,3,17938.21
681,154,556,3,4344.69
682,2316,282,1,11439.95
683,2693,342,5,16302.46
684,22,368,5,3403.99
685,2130,757,5,12605.81
686,2212,794,3,6639.38
687,1519,728,4,21366.59
688,1097,177,1,20348.96
689,2088,273,4,10583.49
690,746,675,5,21013.35
691,2165,372,3,7191.5
692,562,799,3,4810.3
693,2931,83,5,11678.94
694,863,569,2,18319.99
695,1710,359,1,7267.56
696,1256,547,2,18086.53
697,796,680,4,15477.55
698,2877,308,4,5881.24
699,1411,422,2,19582.01
700,2851,258,2,1582.47
701,1271,93,2,9468.22
702,173,252,3,16414.07
703,383,584,5,7408.72
704,1911,12,1,5825.17
705,1509,671,4,12370.36
706,2860,711,4,2201.79
707,602,420,4,16670.34
708,107,351,1,7414.42
709,2155,370,4,11967.15
710,155,69,4,4793.51
711,2196,663,1,12156.66
712,1338,238,5,17920.87
713,2015,756,1,8276.49
714,37,252,3,17634.81
715,711,552,5,736.61
716,441,165,3,21113.41
717,2569,96,1,23540.48
718,2717,228,4,18320.51
719,1461,712,1,1140.75
720,76,22,5,21185.84
721,1657,498,1,19811.49
722,1446,288,4,5153.19
723,629,702,4,20569.04
724,1419,57,4,24349.2
725,1983,133,4,6387.7
726,1002,726,5,19848.68
727,1081,363,1,15170.81
728,517,334,2,16510.52
729,2507,205,3,2638.94
730,43,456,4,16332.34
731,2003,229,1,19209.54
732,57,203,4,22506.97
733,2636,659,5,1055.25
734,483,730,1,847.95
735,1189,307,2,8291.67
736,206,733,1,5568.38
737,2236,283,3,9861.75
738,134,767,2,11639.35
739,2052,476,4,1897.68
740,1481,398,5,3482.83
741,2249,431,1,21497.49
742,1863,710,2,24406.04
743,1508,619,3,22100.89
744,1998,47,3,22375.84
745,1557,72,4,7416.34
746,2515,349,1,23325.63
747,498,452,1,7219.92
748,2677,507,5,21994.36
749,1281,194,2,17397.23
750,506,188,1,21615.97
751,1294,294,5,17546.84
752,1388,316,3,3908.98
753,2812,80,4,18513.47
754,2100,276,3,15772.05
755,1981,344,2,20761.82
756,997,399,5,22572.43
757,1713,584,1,7401.06
758,990,301,5,14227.35
759,1746,231,4,21069.84
760,2587,141,4,4522.98
761,939,43,3,7352.93
762,1912,178,2,13178.26
763,1704,752,3,11241.19
764,74,13,1,3298.93
765,185,233,5,6917.66
766,2851,641,3,1811.08
767,2558,275,2,9849.0
768,2979,744,3,21910.94
769,978,799,5,4744.25
770,2525,34,5,13885.02
771,1136,489,5,16841.27
772,2489,689,4,4750.37
773,158,501,4,8137.28
774,1322,301,2,14357.77
775,927,536,3,1212.4
776,233,469,1,2760.96
777,2544,385,1,12428.6
778,656,463,3,15827.27
779,2385,263,4,18812.48
780,1937,135,4,5391.75
781,160,414,5,24197.02
782,2867,69,3,4707.33
783,2691,711,1,2318.63
784,2140,530,5,16413.2
785,1818,62,2,5378.32
786,109,713,2,10452.13
787,183,113,1,14136.23
788,2233,316,3,3616.76
789,329,466,5,16511.35
790,2248,298,2,8720.2
791,708,771,4,17021.42
792,1856,38,2,15127.41
793,1036,455,3,495.73
794,488,607,5,889.87
795,1931,28,4,17480.17
796,2490,451,2,343.11
797,964,415,4,22780.36
798,1259,124,5,15214.14
799,560,188,2,20606.34
800,1540,487,5,5082.62
801,1868,795,1,10697.51
802,424,790,5,17658.34
803,532,663,5,12712.2
804,2060,224,5,15892.68
805,2613,693,5,3401.36
806,1798,48,4,19660.57
807,2053,211,5,21276.85
808,1177,312,2,9221.72
809,2940,711,5,2403.63
810,2179,516,4,19095.44
811,2871,25,3,22707.76
812,2304,653,3,15961.23
813,735,687,3,712.25
814,466,143,1,15309.24
815,1222,61,3,19722.43
816,96,575,4,18805.92
817,1368,784,1,3692.61
818,817,412,4,12549.16
819,2987,401,2,6243.98
820,841,63,1,6650.46
821,819,167,5,2322.14
822,2459,693,1,3285.61
823,1342,595,5,9089.87
824,1011,522,5,1500.2
825,1340,581,5,22865.56
826,1060,503,1,6522.4
827,1187,429,3,17627.97
828,1550,788,2,4328.45
829,1955,239,4,22444.33
830,1166,756,1,8241.03
831,1026,316,5,3705.33
832,765,415,5,21820.13
833,30,31,2,14515.35
834,1860,606,5,13755.62
835,2362,681,2,24470.59
836,2029,90,2,12140.6
837,581,310,5,23452.78
838,2576,116,3,18341.82
839,44,580,5,24889.02
840,1663,461,1,16384.0
841,1573,614,2,17605.37
842,2239,349,5,23148.06
843,1341,3,3,16978.08
844,2754,622,5,11281.72
845,2986,279,2,11961.35
846,706,525,3,12198.99
847,216,252,1,17516.24
848,1015,711,1,2305.58
849,1210,552,1,755.6
850,285,515,1,19579.07
851,1575,386,3,22591.15
852,863,695,1,6912.64
853,2863,661,5,16851.03
854,2616,774,1,15678.6
855,1248,667,3,459.26
856,2014,595,2,9806.91
857,769,670,5,17568.01
858,356,2,2,1579.82
859,1894,794,1,6238.91
860,821,56,5,18731.95
861,490,423,3,13251.83
862,795,50,2,15972.24
863,2607,645,5,8017.22
864,1659,656,1,3242.59
865,1065,412,2,13242.59
866,2095,616,4,19450.29
867,1494,667,3,456.96
868,374,540,3,8185.55
869,491,31,1,14126.52
870,995,529,5,13707.5
871,2363,348,5,12598.81
872,1003,663,4,12982.38
873,2343,91,1,16842.58
874,989,3,4,18222.48
875,1929,702,1,20335.29
876,1199,395,1,5718.63
877,1172,484,4,8992.78
878,2799,16,5,10618.91
879,338,137,1,7079.17
880,1952,123,4,19978.01
881,2029,776,2,14336.59
882,1748,432,2,14809.01
883,1456,271,3,13872.62
884,1046,334,5,16368.24
885,11,667,2,448.08
886,2947,343,5,23080.25
887,627,497,1,3503.59
888,988,12,3,5949.5
889,895,674,2,15715.81
890,1032,674,3,15575.01
891,201,611,1,13157.99
892,2315,160,2,6026.63
893,1629,255,1,8678.86
894,1141,273,5,10548.99
895,10,722,1,6355.0
896,2530,386,4,21042.21
897,926,773,3,1539.26
898,2732,326,2,1424.17
899,1001,707,3,404.3
900,2878,364,2,3586.54
901,1741,436,3,3020.03
902,2381,82,5,10255.72
903,840,377,3,12382.79
904,2967,249,4,3229.04
905,777,279,5,11943.06
906,2536,122,3,21047.09
907,2984,584,4,8073.35
908,2734,255,5,8855.41
909,438,730,4,800.82
910,221,203,2,22793.8
911,1099,40,4,20724.23
912,1237,475,5,6327.91
913,2158,542,4,10222.88
914,1138,76,2,6823.24
915,2007,318,5,21526.19
916,2119,683,2,2097.99
917,886,52,3,960.21
918,1620,538,4,22081.89
919,2135,421,5,19944.89
920,166,12,4,5710.84
921,168,75,4,15366.2
922,2425,583,5,11431.61
923,106,194,3,17541.6
924,855,605,5,17187.14
925,1627,159,5,1130.82
926,1024,618,5,6787.93
927,2485,329,5,3710.53
928,234,410,5,21007.68
929,1373,728,4,22105.63
930,1713,192,3,9513.0
931,1601,445,1,15230.0
932,1116,253,3,9937.89
933,2320,51,5,23510.5
934,2024,258,5,1609.87
935,39,98,3,12442.99
936,1996,541,2,12564.53
937,636,614,1,17782.61
938,1503,130,4,6722.92
939,66,5,1,12320.5
940,1703,51,4,23468.95
941,1685,151,5,16804.57
942,2043,69,3,4747.33
943,304,678,2,8026.95
944,2158,292,5,3581.85
945,364,308,1,5781.59
946,2638,529,5,13474.69
947,2190,156,5,14145.3
948,2072,34,5,13646.36
949,908,446,3,16043.13
950,157,393,3,17594.94
951,1557,684,2,6876.08
952,2802,12,3,5834.63
953,2156,727,2,13090.75
954,2191,188,2,20423.04
955,2569,238,1,18899.09
956,2737,497,4,3637.42
957,1045,105,5,18958.41
958,145,573,5,9504.1
959,294,583,5,12054.98
960,1390,35,3,15788.99
961,2629,135,1,5021.52
962,1205,675,3,19868.2
963,2504,3,4,17633.15
964,2498,419,1,23146.47
965,1114,441,5,2673.29
966,2724,492,2,14644.59
967,34,668,3,12298.04
968,547,7,3,23008.3
969,1979,315,4,21940.17
970,2845,728,2,21794.65
971,1597,75,2,14645.72
972,1515,634,3,4039.25
973,2697,100,1,7696.61
974,2229,502,4,2251.04
975,816,174,1,465.14
976,1037,359,1,6873.28
977,710,89,5,6433.91
978,1355,184,1,22429.55
979,2137,342,5,16233.49
980,1241,598,5,5909.69
981,397,605,2,16935.02
982,1570,199,2,14469.31
983,165,195,3,10875.64
984,384,301,3,14083.62
985,238,460,3,7308.91
986,1710,1,3,22060.82
987,20,27,4,4747.13
988,367,548,4,2159.31
989,188,794,2,6376.35
990,2073,68,1,14745.43
991,2358,482,4,3089.64
992,272,797,5,17977.98
993,1663,483,1,24410.34
994,1567,705,5,21073.16
995,469,366,1,9164.62
996,2646,245,2,1210.91
997,200,608,3,17749.65
998,255,361,4,15894.59
999,2278,262,1,20367.23
1000,2881,76,5,7130.42
1001,139,522,1,1543.86
1002,1069,558,1,7392.85
1003,2087,98,3,13383.04
1004,1762,463,3,14854.38
1005,2881,635,4,15873.25
1006,2042,255,5,9136.09
1007,836,408,1,12008.22
1008,700,485,1,3624.55
1009,2897,12,5,5607.06
1010,912,13,3,3203.8
1011,2452,320,1,1178.86
1012,210,19,2,4523.27
1013,2025,729,5,5515.66
1014,2973,84,5,17591.42
1015,1256,215,5,11840.49
1016,2175,788,2,4326.04
1017,556,757,1,12697.55
1018,1458,381,5,12625.12
1019,2643,701,3,3915.6
1020,2365,711,1,2352.87
1021,87,547,5,17428.6
1022,227,402,3,6741.5
1023,1895,715,3,20654.95
